id,question,answer,category,language
170,"Who should I consult for a tooth extraction?","A dentist or a stomatologist is the specialist to consult for a tooth extraction.","Dentistry/Stomatology",En
171,"I need rehabilitation after an injury, who should I consult?","For rehabilitation after an injury, consult a physiotherapist.","Physiotherapy",En
172,"Which specialist should I consult for post-operative rehabilitation sessions?","A physiotherapist is the specialist to consult for post-operative rehabilitation sessions.","Physiotherapy",En
173,"I want to improve my diet, who should I contact?","To improve your diet, consult a nutritionist or dietician.","Nutrition",En
174,"Who should I consult for a diet adapted to my state of health?","A nutritionist or dietician is the specialist to consult for a diet adapted to your state of health.","Nutrition",En
175,"My child has a fever, who should I consult?","For a child who has a fever, consult a pediatrician.","Pediatrics",En
176,"Which specialist should I consult to monitor my child's growth?","A pediatrician is the specialist to consult to monitor your child's growth.","Pediatrics",En
177,"My child has behavioral problems, who should I consult?","For behavioral problems in a child, consult a child psychiatrist.","Child psychiatry",En
178,"Which specialist should I consult for anxiety problems in an adolescent?","A child psychiatrist is the specialist to consult for anxiety problems in an adolescent.","Child psychiatry",En

179، "لدي مشاكل جلدية، أي أخصائي يجب أن أزوره؟"، "لمشاكل الجلد، راجع طبيب الأمراض الجلدية"، "طب الجلدية"، العربية
180، "من يجب أن أراه لعلاج حب الشباب الشديد؟"، "طبيب الأمراض الجلدية هو المتخصص الذي يجب أن أراه لعلاج حب الشباب الشديد"، "طب الأمراض الجلدية"، العربية
181، "أعاني من آلام المفاصل، من يجب أن أزوره؟"، "لآلام المفاصل، راجع طبيب أمراض الروماتيزم"، "طب الروماتيزم"، العربية
182، "أي أخصائي يجب أن أراه لالتهاب المفاصل؟"، "أخصائي أمراض الروماتيزم هو المتخصص الذي يجب أن أراه لالتهاب المفاصل"، "طب الروماتيزم"، العربية
183، "لدي مشاكل في الرؤية، من يجب أن أزوره؟"، "في حالة مشاكل الرؤية، راجع طبيب عيون"، "طب العيون"، العربية
184، "من يجب أن أراه لإجراء جراحة العيون؟"، "طبيب العيون هو المتخصص الذي يجب أن أراه لإجراء جراحة العيون. العيون."، "طب العيون"، العربية
185، "لدي مشاكل في القلب، من يجب أن أزوره؟"، "لمشاكل القلب، راجع طبيب القلب"، "أمراض القلب"، العربية
186، "أي أخصائي يجب أن أراه للمتابعة بعد الإصابة بنوبة قلبية؟"، "طبيب القلب هو المتخصص الذي يجب أن أراه للمتابعة بعد الإصابة بنوبة قلبية"، "طب القلب"، العربية
186، "لدي مشاكل في الجهاز الهضمي، من يجب أن أزوره؟"، "في حالة وجود مشاكل في الجهاز الهضمي، راجع طبيب أمراض الجهاز الهضمي"، "طب الجهاز الهضمي"، العربية
157، "من يجب أن أراه في حالة آلام المعدة المستمرة؟"، "طبيب الجهاز الهضمي هو المتخصص الذي يجب أن أراه في حالة آلام المعدة المستمرة"، "طب الجهاز الهضمي"، العربية
188، "لدي مشاكل في التنفس، من يجب أن أزوره؟"، "في حالة مشاكل التنفس، راجع طبيب أمراض الرئة"، "طب الرئة"، العربية
189، "أي أخصائي يجب أن أراه في حالة الربو؟"، "طبيب الرئة هو المتخصص الذي يجب أن أراه في حالة الربو"، "طب الرئة"، العربية
190، "لدي مشاكل هرمونية، من يجب أن أزوره؟"، "في حالة وجود مشاكل هرمونية، راجع طبيب الغدد الصماء"، "الغدد الصماء"، العربية
191، "من يجب أن أراه لعلاج مرض السكري؟"، "طبيب الغدد الصماء هو المتخصص الذي يجب أن أراه لعلاج مرض السكري"، "طب الغدد الصماء"، العربية
192، "لدي مشاكل في الكلى، من يجب أن أزوره؟"، "في حالة مشاكل الكلى، راجع طبيب أمراض الكلى"، "طب الكلى"، العربية
193، "أي أخصائي يجب أن أراه في حالة الفشل الكلوي؟"، "طبيب أمراض الكلى هو المتخصص الذي يجب أن أراه في حالة الفشل الكلوي"، "طب الكلى"، العربية
194، "لدي مشاكل في الكبد، من يجب أن أتصل به؟"، "بالنسبة لمشاكل الكبد، استشر طبيب أمراض الكبد"، "أمراض الكبد"، العربية
195، "من يجب أن أستشيره في حالة التهاب الكبد؟"، "طبيب الكبد هو المتخصص الذي يجب استشارته في حالة التهاب الكبد"، "طب الكبد"، العربية
196، "لدي مشاكل عصبية، من يجب أن أستشيره؟"، "في حالة وجود مشاكل عصبية، استشر طبيب أعصاب"، "علم الأعصاب"، فرنسي
197،"أي أخصائي يجب أن أستشيره في حالة الصداع النصفي المتكرر؟"،"طبيب الأعصاب هو المتخصص الذي يجب استشارته في حالة الصداع النصفي المتكرر"،"علم الأعصاب"،العربية
198، "لدي مشاكل نفسية، من يجب أن أتصل به؟"، "في حالة وجود مشاكل نفسية، استشر طبيبًا نفسيًا أو معالجًا نفسيًا"، "الطب النفسي/علم النفس"، فرنسي
199، "من يجب أن أستشيره لعلاج الاكتئاب؟"، "الطبيب النفسي هو المتخصص الذي يجب استشارته لعلاج الاكتئاب"، "الطب النفسي/علم النفس"، العربية
200، "لدي مشكلة في أمراض النساء، من يجب أن أزوره؟"، "في حالة وجود مشاكل في أمراض النساء، استشر طبيب أمراض النساء"، "أمراض النساء"، العربية
201، "أي أخصائي يجب أن أستشيره لمراقبة الحمل؟"، "طبيب أمراض النساء هو المتخصص الذي يجب استشارته لمراقبة الحمل"، "أمراض النساء"، العربية
202، "لدي مشاكل في المسالك البولية، من يجب أن أتصل به؟"، "في حالة وجود مشاكل في المسالك البولية، استشر طبيب المسالك البولية"، "طب المسالك البولية"، العربية
203، "من يجب أن أستشيره في حالة الإصابة المتكررة بالتهابات المسالك البولية؟"، "طبيب المسالك البولية هو المتخصص الذي يجب استشارته في حالة الإصابة المتكررة بالتهابات المسالك البولية"، "طب المسالك البولية"، العربية
204، "لدي مشاكل في الأنف والأذن والحنجرة، من يجب أن أستشيره؟"، "بالنسبة لمشاكل الأنف والأذن والحنجرة (الأذن والأنف والحنجرة)، استشر طبيب الأنف والأذن والحنجرة"، "الأنف والأذن والحنجرة"، العربية

205، "أي أخصائي يجب أن أستشيره في حالة تكرار التهابات الأذن؟"، "أخصائي الأنف والأذن والحنجرة هو المتخصص الذي يجب استشارته في حالة تكرار التهابات الأذن"، "أخصائي الأنف والأذن والحنجرة"، العربية
206، "لدي مشاكل في الأسنان، من يجب أن أتصل به؟"، "في حالة وجود مشاكل في الأسنان، استشر طبيب أسنان أو طبيب أسنان"، "طب الأسنان/طب الأسنان"، العربية
207، "من يجب أن أستشيره لخلع الأسنان؟"، "طبيب الأسنان أو طبيب الأسنان هو المتخصص الذي يجب استشارته لخلع الأسنان"، "طب الأسنان/طب الأسنان"، العربية
208، "أحتاج إلى إعادة تأهيل بعد الإصابة، من يجب أن أتشاور معه؟"، "لإعادة التأهيل بعد الإصابة، استشر أخصائي العلاج الطبيعي"، "العلاج الطبيعي"،
209، "أي أخصائي يجب أن أستشيره لجلسات إعادة التأهيل بعد الجراحة؟"، "أخصائي العلاج الطبيعي هو المتخصص الذي يجب استشارته لجلسات إعادة التأهيل بعد الجراحة"، "العلاج الطبيعي"، العربية
210، "أريد تحسين نظامي الغذائي، من يجب أن أتواصل معه؟"، "لتحسين نظامك الغذائي، استشر أخصائي تغذية أو أخصائي تغذية"، "التغذية"، العربية
211،"من يجب أن أستشيره للحصول على نظام غذائي يناسب حالتي الصحية؟"،"أخصائي التغذية أو أخصائي التغذية هو المتخصص الذي يجب استشارته للحصول على نظام غذائي يناسب حالتك الصحية."،"التغذية"،العربية
212،"طفلي يعاني من الحمى، من يجب أن أستشيره؟"،"في حالة إصابة الطفل بالحمى، يجب استشارة طبيب الأطفال"،"طب الأطفال"،العربية
213،"أي أخصائي يجب أن أستشيره لمراقبة نمو طفلي؟"،"طبيب الأطفال هو المتخصص الذي يجب استشارته لمراقبة نمو طفلك."،"طب الأطفال"،العربية
214، "طفلي يعاني من مشاكل سلوكية، من يجب أن أستشيره؟"، "في حالة وجود مشاكل سلوكية لدى الطفل، استشر طبيب نفس الأطفال"، "طب نفس الأطفال"،
215، "أي أخصائي يجب أن أستشيره في مشاكل القلق لدى المراهقين؟"، "طبيب نفس الأطفال هو المتخصص الذي يجب استشارته في مشاكل القلق لدى المراهقين"، "طب نفس الأطفال"،
